   WAVE       FLUX       ERROR      RMS 
 1065.900      2.55    0.0511     0.371
 1066.200       2.5    0.0497      0.36
 1066.500      2.47    0.0484     0.359
 1066.800      2.48    0.0473     0.349
 1067.100      2.47    0.0489     0.346
 1067.400      2.48    0.0494     0.312
 1067.700      2.54    0.0513     0.368
 1068.000      2.49    0.0513     0.378
 1068.300       2.5    0.0533     0.397
 1068.600      2.45    0.0523     0.339
 1068.900      2.45    0.0511     0.353
 1069.200      2.47    0.0531     0.389
 1069.500      2.46    0.0522     0.372
 1069.800      2.39    0.0503     0.392
 1070.100      2.44    0.0492     0.377
 1070.400      2.47    0.0498     0.374
 1070.700      2.42    0.0493     0.329
 1071.000      2.41    0.0487     0.345
 1071.300      2.41    0.0482     0.371
 1071.600      2.39      0.05     0.399
 1071.900      2.41    0.0494     0.326
 1072.200      2.45    0.0491     0.381
 1072.500      2.43    0.0489     0.361
 1072.800       2.4    0.0488     0.347
 1073.100      2.47    0.0486     0.381
 1073.400      2.39    0.0478      0.34
 1073.700      2.38    0.0471      0.32
 1074.000      2.35    0.0469     0.318
 1074.300      2.35    0.0473      0.34
 1074.600      2.37    0.0473     0.347
 1074.900      2.34    0.0463     0.347
 1075.200      2.33    0.0462     0.356
 1075.500      2.42    0.0474     0.351
 1075.800      2.43    0.0468     0.324
 1076.100      2.38    0.0451     0.325
 1076.400      2.36    0.0453     0.352
 1076.700      2.32    0.0443     0.352
 1077.000      2.36    0.0446     0.356
 1077.300      2.35    0.0449     0.352
 1077.600      2.28    0.0439     0.332
 1077.900      2.32    0.0435     0.323
 1078.200      2.29    0.0424      0.33
 1078.500      2.27    0.0431     0.329
 1078.800      2.27    0.0421     0.332
 1079.100      2.31    0.0438     0.309
 1079.400      2.36    0.0438     0.327
 1079.700      2.36    0.0436     0.323
 1080.000      2.34    0.0439     0.312
 1080.300      2.31    0.0422     0.339
 1080.600      2.28    0.0415     0.339
 1080.900      2.33    0.0432     0.343
 1081.200      2.32    0.0424     0.327
 1081.500      2.38    0.0434     0.343
 1081.800      2.35    0.0432     0.313
 1082.100      2.32     0.043     0.333
 1082.400      2.33     0.042     0.348
 1082.700      2.31    0.0421     0.346
 1083.000      2.23    0.0416     0.322
 1083.300      2.29    0.0418     0.332
 1083.600      2.31    0.0425      0.33
 1083.900      2.28    0.0433     0.318
 1084.200      2.29    0.0427     0.319
 1084.500      2.31    0.0435     0.321
 1084.800      2.29     0.042     0.295
 1085.100      2.22    0.0414     0.304
 1085.400       2.2     0.041     0.334
 1085.700      2.22    0.0411     0.345
 1086.000      2.25    0.0418     0.341
 1086.300      2.34    0.0429     0.345
 1086.600       2.3     0.042     0.332
 1086.900      2.29    0.0416     0.322
 1087.200      2.24    0.0419     0.317
 1087.500       2.2    0.0406     0.315
 1087.800      2.22    0.0417     0.325
 1088.100       2.2    0.0413       0.3
 1088.400      2.21    0.0414     0.305
 1088.700      2.27    0.0418     0.307
 1089.000      2.25     0.043     0.312
 1089.300      2.21    0.0421     0.284
 1089.600      2.18    0.0412     0.301
 1089.900      2.19    0.0414     0.319
 1090.200      2.17    0.0413     0.304
 1090.500      2.16    0.0405     0.327
 1090.800       2.1    0.0423     0.334
 1091.100      2.15    0.0429     0.336
 1091.400      2.16    0.0422      0.33
 1091.700      2.18    0.0431     0.329
 1092.000      2.14    0.0425     0.327
 1092.300      2.21    0.0425     0.341
 1092.600      2.18    0.0416      0.35
 1092.900      2.19    0.0426     0.317
 1093.200      2.18    0.0422     0.319
 1093.500      2.22    0.0422     0.327
 1093.800      2.16    0.0425     0.332
 1094.100      2.11    0.0414      0.33
 1094.400      2.16    0.0414     0.331
 1094.700      2.15    0.0421     0.304
 1095.000      2.18    0.0415     0.292
 1095.300      2.18    0.0418     0.292
 1095.600      2.19    0.0413     0.301
 1095.900      2.21    0.0421     0.351
 1096.200      2.21    0.0415     0.322
 1096.500      2.18    0.0406       0.3
 1096.800      2.15    0.0407      0.33
 1097.100      2.19     0.041     0.318
 1097.400      2.15    0.0409      0.31
 1097.700      2.17    0.0412     0.312
 1098.000      2.18    0.0415     0.315
 1098.300      2.08    0.0401     0.303
 1098.600      2.07     0.039     0.292
 1098.900      2.14    0.0399     0.288
 1099.200      2.11    0.0397     0.281
 1099.500      2.08      0.04     0.293
 1099.800      2.08    0.0396     0.277
 1100.100       2.1    0.0393     0.286
 1100.400      2.12    0.0402     0.301
 1100.700      2.11    0.0397     0.307
 1101.000      2.15    0.0386       0.3
 1101.300      2.13    0.0401     0.283
 1101.600      2.13    0.0397     0.322
 1101.900      2.13    0.0397     0.289
 1102.200      2.15    0.0397     0.288
 1102.500      2.15    0.0403     0.303
 1102.800      2.14    0.0407      0.31
 1103.100      2.17      0.04     0.304
 1103.400      2.11    0.0399     0.281
 1103.700      2.13    0.0439       0.3
 1104.000      2.13     0.044     0.303
 1104.300      2.16    0.0451     0.318
 1104.600      2.21    0.0443     0.334
 1104.900      2.14    0.0445     0.306
 1105.200      2.09    0.0422     0.364
 1105.500      2.12     0.042     0.389
 1105.800      2.17    0.0426     0.349
 1106.100      2.13    0.0402     0.308
 1106.400      2.17    0.0434     0.344
 1106.700      2.19    0.0432     0.368
 1107.000      2.21    0.0431     0.352
 1107.300      2.13    0.0406     0.307
 1107.600      2.13    0.0411       0.3
 1107.900      2.14    0.0407     0.345
 1108.200      2.12    0.0409     0.338
 1108.500      2.17    0.0415     0.364
 1108.800      2.19     0.042     0.408
 1109.100      2.15    0.0418     0.346
 1109.400      2.14    0.0405     0.316
 1109.700      2.13    0.0401     0.316
 1110.000      2.16    0.0408     0.286
 1110.300      2.17    0.0397     0.288
 1110.600      2.17    0.0395     0.313
 1110.900       2.2    0.0398     0.314
 1111.200      2.16    0.0393     0.302
 1111.500      2.17     0.039     0.297
 1111.800      2.17    0.0392     0.308
 1112.100      2.15    0.0395     0.308
 1112.400      2.11    0.0377     0.317
 1112.700      2.08    0.0381     0.318
 1113.000      2.11    0.0386     0.329
 1113.300      2.11    0.0385     0.329
 1113.600       2.1    0.0378      0.32
 1113.900      2.13    0.0383     0.327
 1114.200      2.13    0.0383     0.331
 1114.500      2.18     0.039     0.322
 1114.800      2.13    0.0386     0.329
 1115.100      2.09    0.0381     0.341
 1115.400      2.16    0.0392     0.349
 1115.700      2.21    0.0394     0.317
 1116.000      2.19    0.0384     0.297
 1116.300      2.17    0.0389     0.306
 1116.600      2.14    0.0381     0.341
 1116.900      2.14    0.0377     0.344
 1117.200      2.15     0.039     0.342
 1117.500      2.12    0.0392     0.319
 1117.800      2.15     0.039     0.296
 1118.100      2.19    0.0396     0.285
 1118.400      2.18    0.0383     0.284
 1118.700      2.16    0.0381      0.29
 1119.000      2.19    0.0395     0.288
 1119.300      2.19    0.0383     0.292
 1119.600      2.15    0.0383     0.302
 1119.900      2.15    0.0382     0.305
 1120.200      2.22    0.0388     0.325
 1120.500      2.15    0.0372     0.319
 1120.800      2.16    0.0382     0.329
 1121.100      2.17    0.0389     0.326
 1121.400      2.15    0.0377     0.331
 1121.700       2.2    0.0385     0.335
 1122.000      2.17    0.0392     0.338
 1122.300      2.17    0.0382     0.335
 1122.600      2.18    0.0388     0.347
 1122.900      2.17    0.0389      0.31
 1123.200      2.17    0.0389     0.327
 1123.500      2.18     0.039     0.322
 1123.800      2.15    0.0396     0.327
 1124.100      2.16    0.0385      0.34
 1124.400      2.17    0.0392     0.331
 1124.700      2.15     0.039     0.335
 1125.000      2.16    0.0388     0.364
 1125.300      2.12    0.0383     0.351
 1125.600       2.1    0.0387     0.347
 1125.900      2.11    0.0374     0.321
 1126.200      2.12    0.0377     0.323
 1126.500      2.19    0.0402     0.329
 1126.800      2.18     0.039     0.324
 1127.100      2.13    0.0387       0.3
 1127.400      2.13    0.0379     0.306
 1127.700      2.13    0.0381      0.32
 1128.000      2.12    0.0369     0.313
 1128.300      2.11    0.0375     0.314
 1128.600      2.05    0.0365     0.313
 1128.900      2.09    0.0368     0.325
 1129.200      2.09    0.0378     0.325
 1129.500      2.12    0.0381     0.316
 1129.800       2.1    0.0374     0.296
 1130.100       2.1    0.0376     0.282
 1130.400      2.09    0.0375      0.28
 1130.700      2.17    0.0381     0.329
 1131.000      2.11    0.0376     0.315
 1131.300      2.11    0.0376     0.301
 1131.600       2.1    0.0376     0.298
 1131.900      2.11    0.0378     0.283
 1132.200       2.1    0.0366     0.292
 1132.500      2.13    0.0418     0.301
 1132.800      2.13    0.0419     0.308
 1133.100      2.09    0.0403     0.293
 1133.400      2.17    0.0456      0.35
 1133.700      2.14    0.0413     0.319
 1134.000      2.14     0.042     0.314
 1134.300      2.08    0.0401     0.316
 1134.600      2.05    0.0414     0.318
 1134.900      1.99    0.0378     0.323
 1135.200      2.04    0.0407     0.311
 1135.500      2.05    0.0385     0.291
 1135.800      2.08     0.039      0.27
 1136.100      2.05    0.0376     0.284
 1136.400      2.03    0.0375     0.303
 1136.700      2.06    0.0373     0.303
 1137.000      2.12    0.0416     0.316
 1137.300       2.1    0.0405     0.304
 1137.600       2.1    0.0397     0.287
 1137.900      2.13    0.0411      0.29
 1138.200       2.1    0.0409     0.302
 1138.500      2.12    0.0424     0.294
 1138.800      2.12    0.0413     0.297
 1139.100      2.13    0.0408     0.301
 1139.400      2.11    0.0406     0.287
 1139.700      2.12    0.0399     0.298
 1140.000      2.16    0.0416     0.297
 1140.300      2.06    0.0385     0.271
 1140.600      2.07    0.0397     0.309
 1140.900       2.1     0.041     0.329
 1141.200      2.09    0.0389     0.304
 1141.500      2.06    0.0385     0.303
 1141.800      2.08    0.0393      0.29
 1142.100      2.08    0.0401     0.294
 1142.400      2.03    0.0387     0.296
 1142.700      2.08    0.0395     0.321
 1143.000      2.06    0.0388     0.317
 1143.300      2.05    0.0394     0.346
 1143.600      2.07    0.0436     0.371
 1143.900      2.09    0.0428     0.394
 1144.200      2.08    0.0396     0.325
 1144.500      2.12    0.0432      0.33
 1144.800      2.06    0.0416     0.324
 1145.100       2.1    0.0422     0.317
 1145.400      2.09    0.0415     0.302
 1145.700      2.07      0.04     0.306
 1146.000      2.08    0.0389     0.287
 1146.300      2.06    0.0385     0.275
 1146.600      2.05    0.0384     0.305
 1146.900      2.07    0.0389     0.309
 1147.200      2.13    0.0394     0.311
 1147.500      2.03    0.0378     0.315
 1147.800      2.04     0.038     0.339
 1148.100      2.07    0.0378     0.319
 1148.400       2.1    0.0381     0.332
 1148.700      2.08     0.039     0.326
 1149.000      2.11    0.0393     0.295
 1149.300      2.13    0.0377     0.298
 1149.600      2.14    0.0391     0.298
 1149.900      2.09    0.0377     0.312
 1150.200      2.12    0.0382     0.298
 1150.500       2.1     0.037     0.305
 1150.800      2.12    0.0377     0.293
 1151.100      2.11    0.0375     0.291
 1151.400       2.1    0.0371     0.286
 1151.700      2.09    0.0362     0.275
 1152.000      2.16    0.0374     0.289
 1152.300      2.15    0.0375     0.289
 1152.600      2.13    0.0368     0.301
 1152.900      2.16    0.0368     0.303
 1153.200       2.1    0.0358      0.31
 1153.500      2.11    0.0359     0.297
 1153.800       2.1    0.0365     0.303
 1154.100       2.1    0.0358     0.295
 1154.400      2.09     0.036     0.308
 1154.700      2.06    0.0358     0.329
 1155.000      2.06    0.0362     0.321
 1155.300      2.09    0.0363     0.316
 1155.600      2.09    0.0365     0.285
 1155.900      2.08    0.0361     0.291
 1156.200      2.09    0.0353     0.296
 1156.500      2.12    0.0373     0.317
 1156.800      2.12    0.0373     0.338
 1157.100      2.17    0.0379     0.341
 1157.400      2.16    0.0374     0.333
 1157.700      2.17    0.0376     0.324
 1158.000      2.14    0.0369     0.317
 1158.300      2.15     0.037     0.301
 1158.600      2.16    0.0369     0.306
 1158.900      2.16    0.0362     0.312
 1159.200      2.12    0.0361     0.316
 1159.500      2.15    0.0362     0.297
 1159.800      2.17    0.0361     0.301
 1160.100      2.13    0.0364     0.314
 1160.400      2.16    0.0371     0.306
 1160.700      2.18    0.0371     0.307
 1161.000      2.14     0.036     0.331
 1161.300      2.23    0.0374     0.315
 1161.600      2.25     0.038     0.295
 1161.900      2.19    0.0368     0.318
 1162.200      2.22    0.0371     0.304
 1162.500      2.22    0.0371      0.29
 1162.800      2.21    0.0371     0.286
 1163.100      2.18    0.0369      0.33
 1163.400      2.19    0.0371     0.329
 1163.700      2.18    0.0367     0.337
 1164.000      2.19    0.0368     0.351
 1164.300      2.22    0.0374     0.351
 1164.600       2.2    0.0382     0.357
 1164.900      2.21    0.0383     0.373
 1165.200      2.23    0.0381     0.345
 1165.500      2.22    0.0374     0.361
 1165.800      2.27    0.0375     0.333
 1166.100      2.29    0.0373     0.334
 1166.400      2.27    0.0374     0.338
 1166.700      2.26     0.037     0.332
 1167.000      2.28    0.0398     0.345
 1167.300      2.32     0.043     0.471
 1167.600      2.25     0.038     0.365
 1167.900      2.32    0.0402     0.387
 1168.200      2.28      0.04     0.378
 1168.500      2.22    0.0384     0.408
 1168.800      2.27    0.0391     0.389
 1169.100       2.3    0.0394     0.369
